Year,Campus_Number,Asian-AllSub Score,Hispanic/Latino-AllSub Score,Native Hawaiian/Other Pacific Islander-AllSub Score,Multiracial-AllSub Score,White-AllSub Score,Black or African American-AllSub Score,American Indian or Alaska Native-AllSub Score,Econ Disadv-AllSub Score,At Risk-AllSub Score
2018,227901138,85,73,-1,94,86,-1,.,71,71
2018,227901139,.,85,.,-1,-1,-1,.,77,76
2018,227901140,-1,68,-1,64,93,-1,.,64,61
2018,227901141,86,62,.,-1,-1,-1,.,60,59
2018,227901143,91,69,-1,86,87,-1,.,61,58
2018,227901144,.,77,.,.,95,-1,-1,77,76
2018,227901145,-1,77,.,-1,.,73,.,75,65
2018,227901146,92,81,.,100,89,-1,.,67,70
2018,227901147,90,70,-1,79,83,-1,.,66,58
2018,227901148,94,68,.,94,92,-1,-1,64,62
2018,227901149,-1,68,.,-1,-1,-1,.,66,63
2018,227901150,.,82,-1,-1,.,74,.,78,71
2018,227901151,-1,66,.,-1,76,-1,-1,62,56
2018,227901152,-1,64,.,-1,-1,-1,.,62,58
2018,227901154,89,81,-1,97,95,80,.,66,66
2018,227901155,95,93,.,98,93,83,.,89,79
2018,227901156,.,72,.,.,85,-1,.,69,65
2018,227901157,-1,73,.,.,.,-1,-1,69,70
2018,227901158,100,59,.,-1,89,-1,.,56,55
2018,227901159,.,89,.,.,97,93,-1,89,88
2018,227901160,-1,71,.,-1,90,80,.,73,68
2018,227901161,.,81,.,-1,64,76,.,80,78
2018,227901162,.,62,-1,.,-1,-1,.,63,58
2018,227901163,73,82,.,-1,68,78,.,81,81
2018,227901164,-1,62,.,.,79,67,-1,63,61
2018,227901165,.,85,.,.,-1,-1,.,84,83
2018,227901166,92,72,.,-1,71,-1,.,71,64
2018,227901168,-1,70,.,.,60,-1,.,71,68
2018,227901170,-1,76,.,76,91,-1,.,73,63
2018,227901171,100,81,-1,-1,-1,-1,.,77,75
2018,227901172,100,60,.,97,84,62,.,62,51
2018,227901173,-1,70,.,68,88,-1,.,69,61
2018,227901174,-1,68,.,-1,-1,-1,.,67,65
2018,227901175,.,65,.,-1,-1,-1,.,62,61
2018,227901176,.,71,.,-1,81,83,.,71,66
2018,227901177,.,.,.,.,.,.,.,.,.
2018,227901178,.,73,.,-1,-1,73,-1,71,70
2018,227901179,94,70,-1,88,92,-1,.,68,65
2018,227901180,100,94,.,98,97,-1,-1,93,91
2018,227901181,100,90,.,96,94,95,.,82,66
2018,227901182,93,86,.,96,95,100,-1,82,72
2018,227901183,90,84,.,94,89,72,.,75,61
2018,227901184,97,95,-1,93,95,-1,.,-1,77
2018,227901185,96,84,.,93,89,83,-1,82,81
2018,227901186,-1,85,.,-1,100,-1,-1,84,83
2018,227901187,99,81,.,88,92,92,-1,65,67
2018,227901188,.,82,.,-1,.,82,.,81,81
2018,227901189,.,72,.,-1,-1,70,.,71,68
2018,227901190,.,72,.,-1,90,-1,-1,72,69
2018,227901192,.,.,.,.,.,.,.,.,.
2018,227901193,.,61,.,-1,-1,-1,.,62,60
2018,227901194,.,.,.,.,.,.,.,.,.
2018,227901250,.,.,.,.,.,.,.,.,.
2018,227901251,.,-1,.,.,-1,-1,.,-1,-1
2018,227904001,90,79,.,75,89,79,-1,75,69
2018,227904003,75,62,-1,74,70,65,-1,63,56
2018,227904004,93,85,-1,90,91,81,-1,78,73
2018,227904005,90,78,-1,86,91,79,-1,75,70
2018,227904008,.,.,.,.,.,.,.,.,.
2018,227904041,93,72,-1,77,85,67,-1,68,57
2018,227904042,83,67,-1,63,76,58,-1,63,54
2018,227904043,97,83,.,88,89,75,-1,78,68
2018,227904045,87,58,-1,-1,58,61,-1,60,49
2018,227904046,97,87,.,87,95,80,100,80,69
2018,227904048,93,76,.,93,89,76,-1,72,63
2018,227904101,90,80,.,90,86,82,-1,74,66
2018,227904102,89,87,.,-1,90,77,.,84,83
2018,227904103,90,71,-1,76,82,-1,.,70,61
2018,227904104,80,61,.,-1,82,57,.,62,50
2018,227904105,93,67,.,-1,68,59,.,66,60
2018,227904106,93,81,.,73,90,77,-1,78,67
2018,227904107,-1,79,.,-1,90,74,.,76,74
2018,227904108,94,74,.,84,91,72,.,73,66
2018,227904109,89,69,.,85,86,70,.,68,64
2018,227904110,.,.,.,.,.,.,.,.,.
2018,227904111,-1,77,.,-1,-1,61,.,74,71
2018,227904112,93,91,.,86,93,82,-1,85,68
2018,227904113,.,.,.,.,.,.,.,.,.
2018,227904114,-1,77,.,77,85,-1,-1,70,67
2018,227904115,97,89,.,97,95,91,.,84,79
2018,227904116,95,90,-1,85,91,85,-1,83,75
2018,227904117,92,75,.,-1,-1,62,-1,75,77
2018,227904118,97,86,-1,96,94,77,-1,84,73
2018,227904119,-1,79,.,.,94,85,.,78,77
2018,227904120,92,76,-1,88,90,70,.,72,63
2018,227904121,91,78,.,97,86,86,-1,76,68
2018,227907001,50,62,-1,58,69,59,-1,60,54
2018,227907002,.,-1,.,-1,-1,-1,-1,-1,-1
2018,227907004,94,89,.,-1,95,82,.,89,81
2018,227907041,-1,46,.,-1,52,38,-1,43,37
2018,227907042,79,58,-1,61,71,56,.,56,51
2018,227907043,91,75,100,66,82,67,-1,70,62
2018,227907101,-1,70,-1,-1,86,80,.,70,68
2018,227907102,64,66,.,82,83,66,.,65,63
2018,227907104,.,71,.,-1,100,63,-1,70,67
2018,227907105,-1,78,.,-1,84,65,.,75,75
2018,227907106,74,59,-1,-1,69,52,.,57,56
2018,227907107,-1,72,.,-1,92,58,-1,70,69
2018,227907108,86,66,-1,92,86,71,.,70,67
2018,227907109,100,77,.,-1,76,68,.,68,69
2018,227907110,.,.,.,.,.,.,.,.,.
2018,227907111,-1,74,.,-1,-1,70,.,70,68
2018,227909001,99,95,-1,96,97,92,-1,87,81
2018,227909005,.,.,.,.,.,.,.,.,.
2018,227909041,99,95,-1,98,96,-1,-1,96,80
2018,227909042,97,91,.,99,96,-1,-1,76,77
2018,227909101,96,85,.,94,93,-1,.,-1,76
2018,227909102,95,86,.,98,96,-1,.,-1,72
2018,227909103,100,83,.,100,95,.,-1,76,63
2018,227909104,97,96,.,100,98,-1,.,-1,-1
2018,227909105,98,97,.,100,96,-1,.,-1,93
2018,227909106,100,96,.,97,98,-1,.,94,87
2018,227910001,-1,66,-1,85,68,67,-1,65,57
2018,227910002,-1,-1,.,.,-1,-1,.,-1,-1
2018,227910041,74,63,.,91,82,53,-1,63,55
2018,227910042,-1,56,.,70,67,42,.,55,48
2018,227910043,-1,59,.,88,63,57,-1,59,49
2018,227910101,-1,64,.,72,76,-1,-1,64,56
2018,227910106,.,66,.,-1,71,-1,.,65,65
2018,227910107,.,62,.,-1,-1,-1,.,62,56
2018,227910108,-1,66,.,-1,-1,53,.,63,61
2018,227910109,-1,62,.,-1,65,56,.,59,50
2018,227910110,-1,62,.,-1,90,54,.,59,56
2018,227910111,.,65,.,-1,66,-1,.,65,62
2018,227910112,-1,70,.,96,77,74,.,71,67
2018,227912001,-1,79,.,89,85,-1,.,69,66
2018,227912041,-1,71,-1,77,87,-1,-1,67,62
2018,227912101,.,76,.,100,92,.,-1,79,57
2018,227912102,.,90,-1,98,87,.,.,81,73
2018,227913001,98,83,-1,90,94,-1,-1,76,80
2018,227913041,98,89,100,94,94,78,100,83,70
2018,227913042,98,86,.,96,95,86,100,78,77
2018,227913101,91,68,.,100,89,-1,.,65,61
2018,227913102,97,85,.,91,94,-1,-1,90,68
2018,227913103,98,83,.,97,92,-1,.,75,71
2018,227913104,99,92,.,100,95,91,-1,91,72
2018,227913105,91,90,.,98,93,-1,-1,90,73
2018,227913106,100,86,-1,88,90,-1,.,72,64
2019,227803001,100,58,.,53,74,58,-1,57,50
2019,227803101,80,73,.,83,87,73,.,65,68
2019,227803102,-1,73,.,88,88,63,.,71,70
2019,227803103,100,55,.,38,87,48,.,53,54
2019,227804101,98,76,.,93,97,81,.,78,69
2019,227804102,93,67,.,100,87,56,-1,67,68
2019,227805041,.,58,.,75,.,69,.,65,47
2019,227805101,.,.,.,.,.,.,.,.,.
2019,227806005,.,.,.,.,.,.,.,.,.
2019,227806009,.,.,.,.,.,.,.,.,.
2019,227806015,.,.,.,.,.,.,.,.,.
2019,227806017,.,-1,.,.,.,.,.,-1,-1
2019,227806023,.,.,.,.,.,.,.,.,.
2019,227806024,.,.,.,.,.,.,.,.,.
2019,227806025,.,39,.,.,.,19,.,30,27
2019,227806029,.,.,.,.,.,.,.,.,.
2019,227806030,.,.,.,.,.,.,.,.,.
2019,227806031,.,93,.,-1,94,88,80,-1,-1
2019,227806032,.,.,.,.,.,.,.,.,.
2019,227806034,.,.,.,.,.,.,.,.,.
2019,227806037,.,.,.,.,.,.,.,.,.
2019,227806040,.,-1,.,.,.,.,.,.,.
2019,227806041,.,.,.,.,.,.,.,.,.
2019,227806043,.,57,.,.,54,.,.,-1,55
2019,227806044,.,.,.,.,.,.,.,.,.
2019,227806045,.,.,.,.,.,.,.,.,.
2019,227806046,.,-1,.,.,.,.,.,.,-1
2019,227806049,.,.,.,.,.,.,.,.,.
2019,227806051,.,.,.,.,.,.,.,.,.
2019,227806052,.,.,.,.,.,.,.,.,.
2019,227814001,97,95,-1,100,96,93,-1,.,87
2019,227816001,86,61,.,67,67,65,.,63,57
2019,227816002,91,77,.,88,90,76,-1,77,75
2019,227816003,88,71,.,94,89,86,.,78,72
2019,227816004,90,79,.,57,90,81,.,81,74
2019,227816005,100,66,.,-1,89,78,.,65,61
2019,227816006,91,82,100,84,88,70,.,84,69
2019,227816101,100,76,100,75,92,78,.,77,72
2019,227817001,100,74,.,92,100,71,.,75,63
2019,227817101,.,78,.,67,100,93,.,79,72
2019,227819101,100,83,.,91,96,79,.,78,79
2019,227820001,.,79,.,.,-1,89,.,78,71
2019,227820002,-1,75,.,-1,100,83,.,76,71
2019,227820013,71,85,.,-1,-1,87,100,86,71
2019,227820014,.,81,.,.,86,71,100,80,64
2019,227820015,.,72,.,40,-1,71,.,73,60
2019,227820016,-1,72,.,75,-1,70,-1,70,57
2019,227820017,76,85,.,-1,.,81,-1,83,77
2019,227820020,-1,74,.,.,100,64,-1,73,57
2019,227820030,.,67,-1,-1,.,61,.,63,66
2019,227820041,-1,84,.,60,86,72,.,83,76
2019,227820042,-1,82,.,88,82,57,-1,79,75
2019,227820043,.,79,.,77,63,63,.,77,67
2019,227820044,-1,75,.,77,56,69,.,74,71
2019,227820050,90,84,.,91,73,93,100,87,73
2019,227820051,-1,83,.,.,88,80,.,82,71
2019,227820052,100,86,.,33,100,93,-1,86,77
2019,227820053,.,76,.,64,100,73,-1,74,70
2019,227820054,.,81,.,.,100,69,57,81,77
2019,227820055,.,83,.,-1,43,76,.,80,72
2019,227820056,88,89,.,-1,57,92,-1,89,86
2019,227820057,-1,79,-1,100,95,67,.,72,65
2019,227820058,-1,66,.,91,-1,70,-1,67,52
2019,227820059,100,78,-1,56,100,87,73,83,70
2019,227820060,-1,79,.,100,67,57,-1,77,70
2019,227820061,-1,69,.,100,100,58,.,69,68
2019,227820071,.,67,.,87,83,59,100,65,59
2019,227820072,.,77,-1,100,43,63,100,67,65
2019,227820073,-1,72,.,-1,.,62,25,66,68
2019,227820081,.,70,.,.,86,79,43,69,60
2019,227820082,-1,69,.,83,74,39,.,69,62
2019,227820083,-1,82,.,71,92,59,.,82,76
2019,227820101,.,69,.,.,87,92,.,69,67
2019,227820102,-1,64,.,-1,83,55,-1,61,62
2019,227820103,.,74,.,-1,73,100,.,73,72
2019,227820104,.,69,.,43,81,71,.,69,69
2019,227820205,100,90,.,-1,-1,96,88,92,86
2019,227820206,.,70,.,.,.,71,.,70,70
2019,227820207,100,90,.,.,-1,99,-1,92,86
2019,227820209,.,83,.,.,-1,90,.,82,71
2019,227820211,.,66,.,57,.,74,.,68,59
2019,227820212,76,87,.,-1,73,90,-1,87,85
2019,227820213,-1,71,.,-1,90,70,.,69,59
2019,227820214,.,72,.,100,.,60,.,63,43
2019,227820215,100,89,.,.,.,97,.,94,89
2019,227820216,.,.,.,.,.,.,.,.,.
2019,227820217,.,.,.,.,.,.,.,.,.
2019,227820301,.,47,.,100,56,46,.,43,32
2019,227820302,.,43,.,88,19,48,.,44,40
2019,227820303,.,78,.,-1,-1,67,-1,70,84
2019,227820401,.,53,.,.,.,82,-1,52,54
2019,227820402,.,48,.,-1,-1,52,.,47,40
2019,227821101,80,65,.,63,81,17,.,66,65
2019,227824001,.,70,.,60,67,75,.,70,65
2019,227824002,.,61,.,-1,85,65,.,63,50
2019,227824003,.,76,.,.,.,.,.,77,67
2019,227824004,.,71,.,.,100,50,.,69,62
2019,227825001,.,66,.,57,88,63,.,66,61
2019,227825003,.,58,.,100,93,69,.,59,49
2019,227826101,100,62,.,92,94,80,.,59,49
2019,227827001,-1,45,.,-1,63,45,-1,46,50
2019,227827002,.,.,.,.,-1,-1,.,80,.
2019,227827003,.,20,.,-1,-1,-1,.,64,-1
2019,227828001,.,65,.,-1,83,71,.,65,59
2019,227829001,100,72,.,79,89,68,.,72,63
2019,227901002,88,79,.,94,95,81,67,72,73
2019,227901004,82,70,.,85,75,75,.,71,67
2019,227901005,97,85,.,95,95,74,-1,77,75
2019,227901006,50,68,.,89,94,65,-1,68,60
2019,227901007,52,65,.,67,70,64,-1,66,57
2019,227901008,90,69,-1,81,88,60,-1,68,59
2019,227901009,92,85,-1,90,94,75,60,78,75
2019,227901012,.,.,.,.,.,.,.,.,.
2019,227901013,98,92,100,100,97,89,-1,87,84
2019,227901014,50,63,.,79,95,56,40,61,52
2019,227901015,.,74,.,-1,92,-1,.,70,71
2019,227901017,88,76,100,91,87,72,80,74,68
2019,227901018,100,100,-1,100,100,100,-1,100,100
2019,227901019,89,74,.,-1,60,66,.,72,68
2019,227901025,.,44,.,.,-1,43,.,48,46
2019,227901026,.,71,.,.,.,38,.,64,64
2019,227901027,.,.,.,.,.,.,.,.,.
2019,227901028,100,95,-1,98,99,87,-1,94,89
2019,227901029,.,56,.,.,67,-1,.,56,57
2019,227901030,.,.,.,.,.,-1,.,-1,-1
2019,227901032,.,.,.,.,.,.,.,.,.
2019,227901035,.,-1,.,.,.,.,.,.,-1
2019,227901036,.,.,.,.,.,.,.,.,.
2019,227901043,83,64,.,88,96,45,-1,58,45
2019,227901044,100,77,.,96,98,59,-1,66,49
2019,227901045,97,77,100,90,95,76,-1,68,66
2019,227901046,58,54,.,47,58,50,80,54,47
2019,227901047,88,66,100,85,93,65,-1,59,57
2019,227901051,77,52,.,95,65,59,.,53,46
2019,227901052,94,72,85,88,90,57,100,62,59
2019,227901053,64,49,.,0,49,59,.,50,44
2019,227901054,89,67,.,71,71,61,.,65,56
2019,227901055,67,55,.,.,43,63,.,55,47
2019,227901057,71,67,-1,82,87,65,88,65,58
2019,227901058,.,43,.,64,42,43,.,41,38
2019,227901059,99,76,100,90,89,62,78,70,59
2019,227901060,96,76,89,88,92,67,.,69,61
2019,227901061,86,60,-1,75,80,51,60,60,47
2019,227901062,96,93,-1,98,95,88,75,81,77
2019,227901064,78,66,.,41,55,54,-1,62,56
2019,227901065,71,61,.,91,80,51,-1,60,53
2019,227901101,.,76,.,.,78,59,.,74,72
2019,227901102,45,59,.,-1,100,51,.,57,56
2019,227901103,100,82,.,85,95,.,.,70,68
2019,227901104,100,80,.,75,94,64,.,65,65
2019,227901105,-1,77,.,64,100,70,.,71,63
2019,227901106,.,64,.,67,95,76,.,62,58
2019,227901107,100,76,.,100,96,88,.,73,68
2019,227901108,.,77,.,.,100,93,.,79,74
2019,227901109,40,67,.,.,40,38,.,63,61
2019,227901110,100,86,-1,93,94,63,.,72,56
2019,227901111,.,67,.,86,100,61,.,67,58
2019,227901112,97,86,.,100,96,75,.,74,75
2019,227901113,53,64,.,91,85,46,.,63,50
2019,227901114,.,72,.,80,86,87,.,70,69
2019,227901115,.,.,.,.,.,.,.,.,.
2019,227901116,-1,65,.,-1,-1,50,.,63,61
2019,227901117,88,88,-1,79,94,85,.,68,58
2019,227901118,-1,68,.,-1,80,43,.,65,62
2019,227901119,100,78,-1,90,94,67,.,78,62
2019,227901120,-1,64,.,45,89,-1,.,65,57
2019,227901121,96,85,.,76,93,70,.,80,53
2019,227901122,100,73,.,94,92,48,.,58,53
2019,227901123,95,82,.,100,94,71,-1,78,74
2019,227901124,54,66,.,.,-1,20,.,63,60
2019,227901125,.,53,.,60,100,65,.,57,52
2019,227901126,-1,82,.,94,100,77,.,82,78
2019,227901127,56,69,.,.,80,90,.,69,69
2019,227901128,-1,65,.,100,97,96,.,63,51
2019,227901129,.,67,.,50,50,60,.,63,58
2019,227901130,.,72,.,88,80,56,.,69,63
2019,227901132,100,90,.,.,95,100,.,89,89
2019,227901133,-1,76,.,100,94,-1,.,58,53
2019,227901136,-1,75,.,-1,83,80,.,73,67
2019,227901138,81,75,.,84,89,57,.,62,69
2019,227901139,.,76,.,.,-1,56,.,70,66
2019,227901140,73,65,-1,100,95,60,.,63,60
2019,227901141,-1,68,.,58,47,52,-1,65,63
2019,227901143,81,70,.,87,89,40,-1,66,58
2019,227901144,.,81,.,.,68,94,-1,81,80
2019,227901145,50,78,.,-1,.,94,.,79,71
2019,227901146,100,85,.,97,95,90,.,75,78
2019,227901147,91,70,.,94,80,52,.,63,60
2019,227901148,94,63,-1,94,91,68,100,60,58
2019,227901149,60,57,.,50,42,50,.,55,53
2019,227901150,.,81,-1,-1,.,74,.,76,70
2019,227901151,100,65,-1,57,83,73,.,64,60
2019,227901152,.,60,.,71,56,68,.,60,61
2019,227901154,87,87,-1,96,94,77,.,77,75
2019,227901155,81,84,.,100,94,79,.,68,70
2019,227901156,.,71,.,.,84,38,.,69,65
2019,227901157,.,79,.,-1,-1,45,100,71,72
2019,227901158,-1,59,.,75,89,89,.,59,52
2019,227901159,-1,94,.,100,98,95,.,94,93
2019,227901160,93,70,.,40,75,88,.,71,69
2019,227901161,.,80,.,75,90,62,.,79,79
2019,227901162,.,65,.,.,92,41,.,64,62
2019,227901163,64,81,.,100,54,73,.,79,79
2019,227901164,100,71,.,.,89,62,-1,70,70
2019,227901165,.,85,.,.,88,52,.,84,83
2019,227901166,88,67,.,100,83,68,.,69,60
2019,227901168,.,65,.,.,70,62,.,64,61
2019,227901170,100,76,.,70,91,86,.,76,61
2019,227901171,100,74,.,38,81,50,.,71,66
2019,227901172,-1,65,-1,67,83,62,.,62,52
2019,227901173,69,68,.,56,85,32,.,64,59
2019,227901174,100,70,.,.,-1,68,.,70,69
2019,227901175,.,74,.,.,60,60,-1,73,70
2019,227901176,-1,73,.,67,80,81,-1,72,68
2019,227901177,.,.,.,.,.,.,.,.,.
2019,227901178,.,73,.,.,78,71,80,72,71
2019,227901179,95,62,.,81,87,29,-1,50,51
2019,227901180,99,97,.,98,97,79,-1,80,92
2019,227901181,95,91,.,96,95,100,-1,88,77
2019,227901182,94,87,.,95,95,87,80,85,78
2019,227901183,86,80,.,89,88,63,.,73,58
2019,227901184,97,88,.,94,95,63,.,69,82
2019,227901185,91,89,80,92,95,88,-1,88,87
2019,227901186,64,83,-1,-1,23,76,-1,80,79
2019,227901187,97,76,.,98,92,93,.,69,70
2019,227901188,.,79,.,40,.,69,.,78,78
2019,227901189,-1,73,.,-1,-1,69,.,73,70
2019,227901190,.,68,.,-1,89,62,.,67,64
2019,227901192,.,.,.,.,.,.,.,.,.
2019,227901193,.,62,.,-1,83,43,.,62,60
2019,227901194,.,.,.,.,.,.,.,.,.
2019,227901197,.,.,.,.,.,.,.,.,.
2019,227901249,.,.,.,.,.,.,.,.,.
2019,227901250,.,.,.,.,.,.,.,.,.
2019,227901251,-1,67,.,.,100,.,.,83,87
2019,227904001,95,80,-1,83,87,73,78,72,66
2019,227904003,81,67,-1,66,80,69,-1,66,59
2019,227904004,94,86,-1,89,92,80,100,79,73
2019,227904005,88,75,80,85,88,72,-1,71,64
2019,227904008,.,.,.,.,.,.,.,.,.
2019,227904041,91,66,60,84,81,56,-1,62,51
2019,227904042,76,69,-1,72,76,56,.,63,57
2019,227904043,95,84,-1,91,89,76,100,78,68
2019,227904045,87,59,-1,71,72,59,100,61,51
2019,227904046,94,86,100,85,92,80,100,81,69
2019,227904048,92,79,-1,87,90,78,100,74,66
2019,227904101,96,77,.,100,89,93,-1,77,69
2019,227904102,95,83,.,100,98,79,.,82,82
2019,227904103,82,60,80,66,70,47,.,53,46
2019,227904104,80,54,.,69,86,54,.,60,53
2019,227904105,90,62,.,77,74,57,.,63,58
2019,227904106,97,79,.,73,89,77,.,78,64
2019,227904107,88,75,.,40,72,77,.,72,69
2019,227904108,90,73,.,91,81,59,.,66,55
2019,227904109,97,74,.,100,75,60,.,72,66
2019,227904110,.,.,.,.,.,.,.,.,.
2019,227904111,89,77,.,50,84,70,.,75,73
2019,227904112,96,92,100,98,96,83,-1,86,76
2019,227904113,.,.,.,.,.,.,.,.,.
2019,227904114,73,78,-1,82,87,65,-1,72,68
2019,227904115,96,91,100,93,94,93,-1,90,76
2019,227904116,96,89,.,85,89,82,100,84,73
2019,227904117,94,67,.,56,71,68,.,74,66
2019,227904118,94,83,-1,89,92,73,.,84,65
2019,227904119,.,81,.,71,95,79,.,81,80
2019,227904120,78,70,100,87,91,69,.,66,62
2019,227904121,93,79,.,91,87,80,-1,75,67
2019,227907001,63,63,-1,51,66,65,.,62,55
2019,227907002,-1,28,.,.,23,38,.,28,30
2019,227907004,100,84,-1,85,92,77,-1,82,76
2019,227907041,84,58,-1,73,68,52,86,57,52
2019,227907042,78,64,.,87,69,58,-1,62,58
2019,227907043,87,71,-1,73,81,68,.,69,60
2019,227907101,-1,63,-1,56,80,66,.,65,61
2019,227907102,78,74,.,89,75,67,.,67,69
2019,227907104,.,71,.,100,-1,73,.,70,70
2019,227907105,-1,80,-1,67,77,63,.,75,74
2019,227907106,73,63,-1,62,82,75,-1,65,61
2019,227907107,86,68,.,90,100,58,.,66,65
2019,227907108,91,74,-1,95,84,63,.,72,70
2019,227907109,100,76,.,70,69,71,.,72,67
2019,227907110,.,.,.,.,.,.,.,.,.
2019,227907111,100,83,.,80,73,80,.,81,77
2019,227909001,100,96,-1,98,98,86,100,93,90
2019,227909005,.,.,.,.,.,.,.,.,.
2019,227909041,98,96,100,97,96,80,43,96,72
2019,227909042,98,95,-1,98,95,77,64,84,70
2019,227909101,92,83,.,93,94,.,.,64,70
2019,227909102,92,92,.,95,97,93,.,87,83
2019,227909103,100,76,.,91,91,-1,.,57,48
2019,227909104,97,99,.,100,99,100,.,92,74
2019,227909105,96,96,.,100,94,-1,.,100,91
2019,227909106,99,94,.,95,96,60,.,88,76
2019,227910001,70,68,.,80,77,62,-1,68,60
2019,227910002,.,37,.,.,-1,20,-1,38,36
2019,227910005,.,.,.,.,.,.,.,.,.
2019,227910041,72,65,.,92,71,56,.,64,57
2019,227910042,-1,60,.,63,66,46,.,58,54
2019,227910043,54,60,.,83,75,56,44,60,51
2019,227910101,100,57,.,70,100,36,.,58,50
2019,227910106,.,71,.,-1,60,80,.,68,67
2019,227910107,-1,65,.,.,56,58,.,64,60
2019,227910108,-1,65,.,67,50,55,.,63,60
2019,227910109,-1,54,.,100,65,61,.,54,47
2019,227910110,100,63,-1,93,74,52,.,61,55
2019,227910111,-1,61,.,.,85,67,.,63,59
2019,227910112,100,60,.,97,71,67,.,62,55
2019,227910113,.,57,.,40,64,64,.,56,52
2019,227912001,100,84,-1,83,90,50,-1,87,70
2019,227912041,.,75,-1,91,86,57,61,73,60
2019,227912101,.,77,.,90,97,.,.,78,78
2019,227912102,.,77,.,92,87,.,-1,78,49
2019,227913001,99,84,100,95,94,82,-1,73,81
2019,227913041,98,86,.,92,92,86,100,81,69
2019,227913042,95,84,.,96,95,75,100,80,76
2019,227913101,85,69,.,100,89,88,.,68,66
2019,227913102,98,90,.,90,93,82,-1,86,71
2019,227913103,97,84,.,98,90,81,.,76,73
2019,227913104,95,95,.,97,95,86,-1,90,80
2019,227913105,89,88,.,92,92,86,-1,80,71
2019,227913106,100,81,100,98,90,-1,.,76,71
